game_title,game_release_date,game_critic_score,game_user_score,video_number,video_total_views,video_total_likes,video_total_dislikes,video_total_favorites,video_total_comments,game_total_critic_reviews,game_total_user_reviews,game_type,game_rating,game_critic_positive_reviews,game_critic_mixed_reviews,game_critic_negative_reviews,game_user_positive_reviews,game_user_mixed_reviews,game_user_negative_reviews,game_name,links,global_sales
Icewind Dale: Enhanced Edition,2014-10-30,80,7.3,6,23628,203,3,0,11,13,109,"Role-Playing, PC-style RPG, Western-Style",NA,11,2,0,12,2,2,Icewind Dale: Enhanced Edition,http://www.vgchartz.com/gamedb/?name=Icewind+Dale%3A+Enhanced+Edition,NA
Far Cry 4,2014-11-17,80,6.7,3,10353,76,3,0,39,17,1106,"Action, Shooter, First-Person, Modern, Arcade",M,15,2,0,119,71,71, Far Cry 4,http://www.vgchartz.com/game/80325/far-cry-4/,0.67
Age of Wonders III,2014-03-31,80,7.8,NA,0,0,0,0,0,35,555,"Strategy, Turn-Based, Fantasy, General, Fantasy",T,29,6,0,91,21,21, Age of Wonders,http://www.vgchartz.com/gamedb/?name=+Age+of+Wonders,NA
BioShock Infinite: Burial at Sea - Episode Two,2014-03-25,80,8.5,NA,0,0,0,0,0,34,485,"Shooter, Sci-Fi, Action, Shooter, First-Person, Sci-Fi, Arcade",M,25,8,1,44,10,10, BioShock Infinite,http://www.vgchartz.com/game/46735/bioshock-infinite/,0.67
ArcheAge,2014-09-16,80,3.6,NA,0,0,0,0,0,11,736,"Role-Playing, Massively Multiplayer Online, Massively Multiplayer, Fantasy, Fantasy",M,9,2,0,99,33,33,ArcheAge,http://www.vgchartz.com/gamedb/?name=ArcheAge,0
Dungeon of the Endless,2014-10-27,79,8,6,23345,234,6,0,73,29,163,"Strategy, Real-Time, General, Fantasy",NA,22,7,0,23,7,7,Dungeon of the Endless,http://www.vgchartz.com/gamedb/?name=Dungeon+of+the+Endless,0
Valiant Hearts: The Great War,2014-06-25,79,8.6,NA,0,0,0,0,0,28,548,"Platformer, 2D, Action, Platformer, 2D",T,21,7,0,64,10,10,Valiant Hearts: The Great War,http://www.vgchartz.com/gamedb/?name=Valiant+Hearts%3A+The+Great+War,0
Geometry Wars 3: Dimensions,2014-11-25,79,6.2,1,9235,111,0,0,14,9,36,"Action, Shooter, Static, Shoot-'Em-Up, Top-Down",E,7,2,0,2,1,1,Geometry Wars 3: Dimensions,http://www.vgchartz.com/gamedb/?name=Geometry+Wars+3%3A+Dimensions,0
The Last Door,2014-05-20,79,7.6,7,321673,2798,30,0,254,10,33,"Adventure, General",NA,8,2,0,5,1,1,The Last Door,http://www.vgchartz.com/gamedb/?name=The+Last+Door,0
Dark Souls II: Crown of the Old Iron King,2014-08-26,79,7.6,10,985942,6109,164,0,1650,15,91,"Role-Playing, Action RPG",NA,12,3,0,5,3,3, Dark Souls II,http://www.vgchartz.com/game/73249/dark-souls-ii/,0.18
The Journey Down: Chapter Two,2014-08-25,78,7.2,47,818380,4430,67,0,668,11,19,"Adventure, General",NA,9,2,0,1,0,0,The Journey Down: Chapter Two,http://www.vgchartz.com/gamedb/?name=The+Journey+Down%3A+Chapter+Two,NA
DeadCore,2014-10-17,78,6.8,7,30733,304,8,0,131,11,37,"Action, Shooter, First-Person, Sci-Fi",T,9,2,0,9,2,2,DeadCore,http://www.vgchartz.com/gamedb/?name=DeadCore,NA
Call of Duty: Advanced Warfare,2014-11-03,78,4.5,1,661,5,0,0,0,18,1140,"Action, Shooter, First-Person, Modern, Arcade",M,15,2,1,70,41,41, Call of Duty: Advanced Warfare,http://www.vgchartz.com/game/81796/call-of-duty-advanced-warfare/,0.43
LISA,2014-12-15,78,8.7,3,14491,174,10,0,53,7,69,"Action, Role-Playing, General",M,5,2,0,10,2,2,LISA,NA,NA
OlliOlli,2014-07-22,78,6.7,5,519476,2970,35,0,706,12,27,"Sports, Alternative, Individual, Skateboarding, Skate / Skateboard",E,8,4,0,2,2,2,OlliOlli,http://www.vgchartz.com/gamedb/?name=OlliOlli,0
Strider,2014-02-19,78,7.4,1,151106,978,40,0,248,10,99,"Action Adventure, Fantasy, General, Fantasy",E10+,6,4,0,13,4,4,Strider,http://www.vgchartz.com/gamedb/?name=Strider,0
So Many Me,2014-07-17,78,7.1,5,61106,625,7,0,80,7,21,"Miscellaneous, Action, Puzzle, Puzzle, Action",RP,6,1,0,6,0,0,So Many Me,http://www.vgchartz.com/gamedb/?name=So+Many+Me,0
GRID Autosport,2014-06-26,78,6.3,1,27728,176,8,0,21,35,260,"Driving, Racing, Simulation, GT / Street, Automobile",E,24,11,0,25,14,14, GRID Autosport,http://www.vgchartz.com/game/81395/grid-autosport/,0.03
Plants vs Zombies: Garden Warfare,2014-06-24,78,7.8,NA,0,0,0,0,0,11,187,"General, Action, General, Shooter, Third-Person, Tactical",E10+,9,2,0,21,9,9,Plants vs Zombies: Garden Warfare,http://www.vgchartz.com/gamedb/?name=Plants+vs+Zombies%3A+Garden+Warfare,0.02
Wargame: Red Dragon,2014-04-17,78,8,5,14063,147,4,0,12,19,173,"Strategy, Real-Time, Historic, Tactics",NA,15,3,1,27,5,5,Wargame: Red Dragon,http://www.vgchartz.com/gamedb/?name=Wargame%3A+Red+Dragon,0
Five Nights at Freddy's,2014-08-19,78,7.1,2,70,6,0,0,7,8,394,"Action Adventure, Adventure, General, Survival",NA,5,3,0,74,27,27,Five Nights at Freddy's,http://www.vgchartz.com/gamedb/?name=Five+Nights+at+Freddy's,0
Mini Metro,2014-08-11,77,8,2,23539,278,10,0,45,8,46,"Strategy, City Building, Management, Modern, Government",NA,6,2,0,7,4,4,Mini Metro,http://www.vgchartz.com/gamedb/?name=Mini+Metro,NA
The Incredible Adventures of Van Helsing II,2014-05-22,77,7.6,NA,0,0,0,0,0,36,227,"Role-Playing, Action RPG",T,24,12,0,24,13,13,The Incredible Adventures of Van Helsing II,http://www.vgchartz.com/gamedb/?name=The+Incredible+Adventures+of+Van+Helsing+II,0
NEO Scavenger,2014-12-15,77,7.7,4,147729,1190,10,0,125,7,57,"Strategy, Turn-Based, Sci-Fi, Sci-Fi",NA,5,2,0,14,1,1,NEO Scavenger,http://www.vgchartz.com/gamedb/?name=NEO+Scavenger,NA
Child of Light,2014-04-30,77,8.1,NA,0,0,0,0,0,16,488,"Action, Role-Playing, General, General",E10+,11,5,0,59,20,20, Child of Light,http://www.vgchartz.com/game/75705/child-of-light/,0.01
Grand Theft Auto V,2015-04-14,96,8,3,369618,7507,94,0,354,57,3975,"Modern, Action Adventure, Open-World",M,56,1,0,356,92,92, Grand Theft Auto V,http://www.vgchartz.com/game/83197/grand-theft-auto-v/,1.3
The Witcher 3: Wild Hunt,2015-05-18,93,9.3,7,1089763,6206,348,0,385,32,11183,"Action RPG, Role-Playing, Action RPG",M,32,0,0,996,76,76, The Witcher 3: Wild Hunt,http://www.vgchartz.com/game/71483/the-witcher-3-wild-hunt/,0.81
Undertale,2015-09-15,92,8.3,1,4097,40,0,0,14,43,3349,"Role-Playing, General",NA,40,3,0,687,59,59,Undertale,http://www.vgchartz.com/gamedb/?name=Undertale,0
Metal Gear Solid V: The Phantom Pain,2015-09-01,91,7.8,11,231359,1613,10,0,349,13,2037,"Action Adventure, Modern, Open-World",M,13,0,0,133,63,63, Metal Gear Solid V: The Phantom Pain,http://www.vgchartz.com/game/85445/metal-gear-solid-v-the-phantom-pain/,0.09
The Witcher 3: Wild Hunt - Hearts of Stone,2015-10-13,89,8.9,1,2387,35,1,0,8,37,1959,"Role-Playing, Action RPG",M,36,1,0,87,1,1, The Witcher 3: Wild Hunt,http://www.vgchartz.com/game/71483/the-witcher-3-wild-hunt/,0.81
Pillars of Eternity,2015-03-26,89,8.3,18,295455,2542,40,0,666,71,2230,"PC-style RPG, Third-Person, PC-style RPG, Role-Playing, Western-Style",M,70,1,0,311,79,79, Pillars of Eternity,http://www.vgchartz.com/game/72346/pillars-of-eternity/,0.02
Nuclear Throne,2015-12-05,88,7.6,25,163173,889,7,0,83,14,159,"General, Action, General, Shooter, Shoot-'Em-Up, Top-Down",NA,14,0,0,18,8,8,Nuclear Throne,http://www.vgchartz.com/gamedb/?name=Nuclear+Throne,NA
Kerbal Space Program,2015-04-27,88,8.2,7,119058,570,6,0,57,24,523,"Sci-Fi, Small Spaceship, Small Spaceship, Simulation, Space, Combat",NA,24,0,0,87,4,4,Kerbal Space Program,http://www.vgchartz.com/gamedb/?name=Kerbal+Space+Program,0
Starcraft II: Legacy of the Void,2015-11-10,88,8.3,NA,0,0,0,0,0,62,850,"Sci-Fi, Sci-Fi, Strategy, Real-Time, General, Command",T,61,1,0,106,18,18,Starcraft II: Legacy of the Void,http://www.vgchartz.com/gamedb/?name=Starcraft+II%3A+Legacy+of+the+Void,0.56
Ori and the Blind Forest,2015-03-11,88,8.7,6,122660,1474,13,0,208,12,928,"Action, Platformer, 2D",E,12,0,0,115,13,13, Ori and the Blind Forest,http://www.vgchartz.com/game/82901/ori-and-the-blind-forest/,0.01
Oddworld: Abe's Oddysee - New 'n' Tasty,2015-02-25,87,7.8,1,63138,869,40,0,159,12,146,"Action, Platformer, Platformer, 2D, 2D",T,12,0,0,9,2,2,Oddworld: Abe's Oddysee - New 'n' Tasty,http://www.vgchartz.com/gamedb/?name=Oddworld%3A+Abe's+Oddysee+-+New+'n'+Tasty,NA
Crypt of the NecroDancer,2015-04-23,87,7.7,1,19780,75,11,0,11,45,155,"Action, Role-Playing, General, Action RPG",NA,43,2,0,15,2,2,Crypt of the NecroDancer,http://www.vgchartz.com/gamedb/?name=Crypt+of+the+NecroDancer,0
Final Fantasy XIV: Heavensward,2015-06-23,86,7.7,2,349,2,0,0,6,14,256,"Massively Multiplayer Online, Fantasy, Role-Playing, Massively Multiplayer",T,14,0,0,27,2,2, Final Fantasy XIV: Heavensward,http://www.vgchartz.com/game/86058/final-fantasy-xiv-heavensward/,0.03
Homeworld Remastered Collection,2015-02-25,86,8.2,1,26,1,0,0,0,49,325,"Miscellaneous, Compilation",E10+,48,1,0,38,7,7, Homeworld Remastered Collection,http://www.vgchartz.com/game/85082/homeworld-remastered-collection/,0.01
Heroes of the Storm,2015-06-02,86,6.7,NA,0,0,0,0,0,57,1090,"Action, General",T,54,3,0,131,55,55, Heroes of the Storm,http://www.vgchartz.com/game/72328/heroes-of-the-storm/,0.01
DiRT Rally,2015-12-07,86,8.7,NA,0,0,0,0,0,33,301,"Racing, Simulation, Automobile",E,33,0,0,37,6,6, DiRT Rally,http://www.vgchartz.com/game/85423/dirt-rally/,0.03
Rocket League,2015-07-05,86,8.3,8,51375,373,4,0,55,20,654,"Sports, Racing, Team, Soccer, Futuristic, Arcade",E,17,3,0,97,7,7, Rocket League,http://www.vgchartz.com/game/85774/rocket-league/,0.11
Cities: Skylines,2015-03-10,85,8.9,3,117439,1088,24,0,240,60,1437,"City Building, Modern, Strategy, Management, Government",E,58,2,0,212,24,24, Cities: Skylines,http://www.vgchartz.com/game/84637/cities-skylines/,0.14
The Binding of Isaac: Afterbirth,2015-10-30,85,8.2,25,3822193,26273,669,0,2152,10,236,"Action, Shooter, Shoot-'Em-Up, Top-Down",M,9,1,0,16,3,3, The Binding of Isaac,http://www.vgchartz.com/game/70545/the-binding-of-isaac/,0.03
Chaos Reborn,2015-10-26,85,8.5,4,60921,619,7,0,80,10,51,"Fantasy, Strategy, Turn-Based, General",NA,10,0,0,22,4,4,Chaos Reborn,http://www.vgchartz.com/gamedb/?name=Chaos+Reborn,0
Mega Man Legacy Collection,2015-08-25,85,7.4,NA,0,0,0,0,0,7,34,"Miscellaneous, Compilation",E,6,1,0,6,1,1,Mega Man Legacy Collection,http://www.vgchartz.com/gamedb/?name=Mega+Man+Legacy+Collection,0
System Shock: Enhanced Edition,2015-09-22,85,8.2,1,6135,57,0,0,6,9,29,"Action Adventure, General",NA,8,1,0,3,1,1,System Shock: Enhanced Edition,http://www.vgchartz.com/gamedb/?name=System+Shock%3A+Enhanced+Edition,NA
80 Days (2015),2015-09-29,84,6.5,NA,0,0,0,0,0,8,15,"Adventure, Visual Novel",NA,7,1,0,1,0,0,80 Days (2015),http://www.vgchartz.com/gamedb/?name=80+Days+(2015),NA
SOMA,2015-09-22,84,8.3,NA,0,0,0,0,0,68,820,"Horror, Horror, Action Adventure, Survival",M,63,4,1,107,13,13,SOMA,NA,NA
Grim Fandango Remastered,2015-01-27,84,8,NA,0,0,0,0,0,38,282,"Adventure, 3D, Third-Person, Fantasy",NA,34,4,0,26,10,10,Grim Fandango Remastered,http://www.vgchartz.com/gamedb/?name=Grim+Fandango+Remastered,NA
Fallout 4,2015-11-09,84,5.5,18,106067,1021,15,0,233,38,7325,"General, Role-Playing, Western-Style",M,30,8,0,626,401,401, Fallout 4,http://www.vgchartz.com/game/85600/fallout-4/,1.39
Life is Strange,2015-10-20,83,8.6,8,47553,976,8,0,150,15,1743,"Action Adventure, Sci-Fi, General",M,13,2,0,190,17,17, Life is Strange,http://www.vgchartz.com/game/84061/life-is-strange/,0.05
Project CARS,2015-05-06,83,7.1,7,41713,393,12,0,150,48,418,"Driving, General, Racing, Simulation, General, Automobile",E,42,6,0,56,17,17, Project CARS,http://www.vgchartz.com/game/73278/project-cars/,0.13
Life is Strange: Episode 5 - Polarized,2015-10-20,83,8.4,4,11059,215,1,0,21,8,317,"Action Adventure, General",M,7,1,0,22,12,12, Life is Strange,http://www.vgchartz.com/game/84061/life-is-strange/,0.05
"Invisible, Inc.",2015-05-12,82,8,33,3833683,15945,1059,0,2139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Invisible, Inc.",http://www.vgchartz.com/gamedb/?name=Invisible%2C+Inc.,0
Hacknet,2015-08-12,82,7.8,NA,0,0,0,0,0,7,34,"General, Miscellaneous, General",NA,6,1,0,3,4,4,Hacknet,http://www.vgchartz.com/gamedb/?name=Hacknet,NA
The Talos Principle: Road To Gehenna,2015-07-23,82,7.8,NA,0,0,0,0,0,17,39,"Adventure, 3D, First-Person",NA,15,2,0,4,4,4,The Talos Principle: Road To Gehenna,http://www.vgchartz.com/gamedb/?name=The+Talos+Principle%3A+Road+To+Gehenna,NA
Resident Evil HD Remaster,2015-01-20,82,8.2,6,29011,325,9,0,98,29,255,"Action Adventure, Horror, Survival",M,24,5,0,29,4,4,Resident Evil HD Remaster,http://www.vgchartz.com/gamedb/?name=Resident+Evil+HD+Remaster,NA
OlliOlli2: Welcome to Olliwood,2015-08-11,82,5.4,1,78895,688,10,0,58,16,32,"Sports, Individual, Skate / Skateboard",NA,15,0,1,4,0,0,OlliOlli2: Welcome to Olliwood,http://www.vgchartz.com/gamedb/?name=OlliOlli2%3A+Welcome+to+Olliwood,NA
Shadowrun: Hong Kong,2015-08-20,81,7.7,2,21120,307,1,0,34,28,182,"Role-Playing, Western-Style",NA,25,3,0,16,8,8, Shadowrun,http://www.vgchartz.com/game/13312/shadowrun/,0
Guild Wars 2: Heart of Thorns,2015-10-23,81,7.3,4,4013,24,0,0,0,22,896,"Role-Playing, Massively Multiplayer",T,19,3,0,307,30,30, Guild Wars 2,http://www.vgchartz.com/game/37350/guild-wars-2/,2.37
The Age of Decadence,2015-10-15,81,7.9,6,111939,1429,35,0,172,17,188,"Role-Playing, PC-style RPG",NA,13,4,0,32,5,5,The Age of Decadence,http://www.vgchartz.com/gamedb/?name=The+Age+of+Decadence,NA
Galactic Civilizations III,2015-05-14,81,6.6,2,7875,64,1,0,8,31,199,"Strategy, Turn-Based, General, 4X",NA,25,6,0,19,17,17, Galactic Civilizations III,http://www.vgchartz.com/game/80577/galactic-civilizations-iii/,0.01
World of Warships,2015-09-17,81,6.4,2,9622,81,2,0,37,29,146,"General, Action, General",T,27,2,0,15,4,4,World of Warships,http://www.vgchartz.com/gamedb/?name=World+of+Warships,0
FIFA 16,2015-09-22,81,4.4,2,344143,3562,54,0,394,10,303,"Sports, Team, Soccer, Sim",E,8,2,0,9,5,5, FIFA 16,http://www.vgchartz.com/game/85617/fifa-16/,0.21
The Book of Unwritten Tales 2,2015-02-20,80,7.6,30,2167089,10206,218,0,2036,39,80,"Adventure, General, Point-and-Click",T,34,4,1,11,1,1, The Book of Unwritten Tales,http://www.vgchartz.com/game/32485/the-book-of-unwritten-tales/,0.1
Westerado: Double Barreled,2015-04-16,80,7.5,40,1850823,12806,367,0,2921,18,32,"Action, General",NA,15,3,0,5,3,3,Westerado: Double Barreled,http://www.vgchartz.com/gamedb/?name=Westerado%3A+Double+Barreled,NA
Volume,2015-08-18,80,7.3,17,480143,3268,46,0,842,34,52,"Action, Action Adventure, Platformer, Linear, 3D",T,29,5,0,5,1,1,Volume,http://www.vgchartz.com/gamedb/?name=Volume,0
Dariusburst: Chronicle Saviours,2015-12-03,80,8.4,3,5634,69,1,0,21,9,12,"Action, Shooter, Shoot-'Em-Up, Horizontal",NA,7,2,0,1,0,0,Dariusburst: Chronicle Saviours,http://www.vgchartz.com/gamedb/?name=Dariusburst%3A+Chronicle+Saviours,NA
Grandia II Anniversary Edition,2015-08-24,80,8,NA,0,0,0,0,0,8,22,"Role-Playing, Japanese-Style",T,6,2,0,2,0,0, Grandia II,http://www.vgchartz.com/game/15236/grandia-ii/,0
Read Only Memories,2015-10-05,80,4.3,2,1166,27,1,0,5,11,103,"General, Adventure, Point-and-Click",NA,8,3,0,14,0,0,Read Only Memories,http://www.vgchartz.com/gamedb/?name=Read+Only+Memories,0
Life is Strange: Episode 3 - Chaos Theory,2015-05-19,80,9,20,1946487,16021,311,0,2790,8,210,"Action Adventure, General",M,6,2,0,10,1,1, Life is Strange,http://www.vgchartz.com/game/84061/life-is-strange/,0.05
The Legend of Heroes: Trails in the Sky SC,2015-10-29,80,8.4,2,351624,3495,25,0,659,7,74,"Console-style RPG, Role-Playing, Japanese-Style",RP,6,1,0,4,0,0,The Legend of Heroes: Trails in the Sky SC,http://www.vgchartz.com/gamedb/?name=The+Legend+of+Heroes%3A+Trails+in+the+Sky+SC,NA
Axiom Verge,2015-05-14,80,8.1,2,67612,755,8,0,158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Axiom Verge,http://www.vgchartz.com/gamedb/?name=Axiom+Verge,0
Total War: Attila,2015-02-17,80,7.3,NA,0,0,0,0,0,66,532,"Strategy, Real-Time, General, Historic",T,52,14,0,75,17,17, Total War: Attila,http://www.vgchartz.com/game/84622/total-war-attila/,0.25
The Magic Circle,2015-07-09,79,7.4,3,361153,2260,32,0,301,18,27,"Adventure, 3D, First-Person",NA,14,4,0,3,3,3,The Magic Circle,http://www.vgchartz.com/gamedb/?name=The+Magic+Circle,NA
Warhammer: End Times - Vermintide,2015-10-23,79,7.9,3,24319,263,7,0,53,39,253,"Action, Shooter, First-Person, Tactical",M,30,9,0,39,11,11,Warhammer: End Times - Vermintide,NA,NA
Else Heart.Break(),2015-09-24,79,7.7,3,1353966,8864,240,0,1725,10,9,"Role-Playing, General",NA,6,4,0,1,0,0,Else Heart.Break(),http://www.vgchartz.com/gamedb/?name=Else+Heart.Break(),NA
Cities: Skylines - After Dark,2015-09-24,79,7.8,10,429014,2770,45,0,579,15,76,"Strategy, Management, Government",NA,9,6,0,5,2,2, Cities: Skylines,http://www.vgchartz.com/game/84637/cities-skylines/,0.14
Jotun,2015-09-29,79,7.3,28,1826482,16107,322,0,2247,28,45,"Action, General",NA,23,5,0,3,0,0,Jotun,http://www.vgchartz.com/gamedb/?name=Jotun,NA
Dark Souls II: Scholar of the First Sin,2015-04-01,79,7.3,2,502,6,1,0,3,8,276,"Role-Playing, Action RPG",T,6,2,0,20,14,14, Dark Souls II,http://www.vgchartz.com/game/73249/dark-souls-ii/,0.18
The Incredible Adventures of Van Helsing: Final Cut,2015-10-07,79,7.5,29,806937,4891,76,0,742,10,34,"Role-Playing, Action RPG",NA,8,2,0,3,1,1,The Incredible Adventures of Van Helsing: Final Cut,http://www.vgchartz.com/gamedb/?name=The+Incredible+Adventures+of+Van+Helsing%3A+Final+Cut,NA
Sid Meier's Civilization: Beyond Earth - Rising Tide,2015-10-09,79,6,2,18328,133,4,0,15,39,121,"Strategy, Turn-Based, General, 4X",E10+,29,10,0,11,2,2, Sid Meier's Civilization: Beyond Earth,http://www.vgchartz.com/game/81105/sid-meiers-civilization-beyond-earth/,0.38
Frozen Cortex,2015-02-19,79,6.5,1,25,1,0,0,0,11,29,"General, Sports, Team, Futuristic",NA,8,3,0,3,0,0,Frozen Cortex,http://www.vgchartz.com/gamedb/?name=Frozen+Cortex,NA
Tom Clancy's Rainbow Six Siege,2015-12-01,79,7,NA,0,0,0,0,0,37,811,"Modern, Action, Shooter, First-Person, Tactical",M,29,8,0,119,36,36,Tom Clancy's Rainbow Six Siege,http://www.vgchartz.com/gamedb/?name=Tom+Clancy's+Rainbow+Six+Siege,NA
Apotheon,2015-02-03,78,7.8,36,572,11,2,0,9,30,182,"Platformer, 2D, Platformer, Action, Beat-'Em-Up, 2D",T,22,8,0,18,5,5,Apotheon,http://www.vgchartz.com/gamedb/?name=Apotheon,0
Human Resource Machine,2015-10-15,78,8.1,1,17708,168,1,0,13,12,27,"Puzzle, General",NA,11,1,0,6,2,2,Human Resource Machine,http://www.vgchartz.com/gamedb/?name=Human+Resource+Machine,NA
Mushroom 11,2015-10-15,78,7,12,215387,1363,34,0,571,20,17,"Action, Platformer, 2D",NA,15,4,1,2,1,1,Mushroom 11,http://www.vgchartz.com/gamedb/?name=Mushroom+11,0
Hand of Fate,2015-02-17,78,7.9,NA,0,0,0,0,0,28,164,"Role-Playing, Miscellaneous, General, Board / Card Game",T,16,12,0,20,10,10,Hand of Fate,http://www.vgchartz.com/gamedb/?name=Hand+of+Fate,0
Tales From The Borderlands: Episode 2 - Atlas Mugged,2015-03-17,78,8.6,19,64519,514,9,0,99,38,139,"Adventure, General",M,29,9,0,11,4,4,Tales From The Borderlands: Episode 2 - Atlas Mugged,http://www.vgchartz.com/gamedb/?name=Tales+From+The+Borderlands%3A+Episode+2+-+Atlas+Mugged,NA
Deathtrap,2015-02-04,77,7.9,1,10,0,0,0,0,26,63,"Strategy, General",T,20,6,0,10,4,4,Deathtrap,http://www.vgchartz.com/gamedb/?name=Deathtrap,NA
Republique: Episode 1 - Exordium,2015-02-25,77,7.4,2,114630,842,7,0,173,26,65,"Action Adventure, Linear",NA,19,7,0,4,0,0,Republique: Episode 1 - Exordium,http://www.vgchartz.com/gamedb/?name=Republique%3A+Episode+1+-+Exordium,NA
Life is Strange: Episode 1 - Chrysalis,2015-01-30,77,8.6,28,1420357,12104,307,0,1930,28,405,"Action Adventure, General",M,19,9,0,32,17,17, Life is Strange,http://www.vgchartz.com/game/84061/life-is-strange/,0.05
Life is Strange: Episode 2 - Out of Time,2015-03-24,77,8.8,12,156239,1470,31,0,458,12,206,"Action Adventure, General",M,7,5,0,9,2,2, Life is Strange,http://www.vgchartz.com/game/84061/life-is-strange/,0.05
Magic Duels: Origins,2015-07-29,77,6.1,1,17708,168,1,0,13,12,54,"Strategy, Miscellaneous, Turn-Based, Board / Card Game, Card Battle",NA,6,6,0,6,3,3,Magic Duels: Origins,http://www.vgchartz.com/gamedb/?name=Magic+Duels%3A+Origins,NA
Stealth Inc 2: A Game of Clones,2015-04-30,77,6.2,NA,0,0,0,0,0,9,9,"Action, Platformer, 2D",NA,NA,NA,NA,NA,NA,NA,Stealth Inc 2: A Game of Clones,http://www.vgchartz.com/gamedb/?name=Stealth+Inc+2%3A+A+Game+of+Clones,NA
Dragon Age: Inquisition - Trespasser,2015-09-09,77,7.6,1,175633,1514,15,0,355,7,83,"Role-Playing, Action RPG, Western-Style",NA,5,2,0,5,1,1, Dragon Age: Inquisition,http://www.vgchartz.com/game/71354/dragon-age-inquisition/,0.77
Evolve,2015-02-09,77,4.3,4,7748891,24967,2150,0,1569,39,946,"Action, Shooter, First-Person, Sci-Fi, Arcade",M,25,14,0,89,48,48, Evolve,http://www.vgchartz.com/game/78278/evolve/,0.2
Grey Goo,2015-01-23,77,7.6,11,242257,1943,49,0,797,45,186,"Strategy, Real-Time, General, Modern, Command",T,34,10,1,23,15,15,Grey Goo,http://www.vgchartz.com/gamedb/?name=Grey+Goo,0
Aviary Attorney,2015-12-18,77,7.5,3,72041,436,57,0,72,15,15,"Adventure, Visual Novel",NA,10,4,1,1,0,0,Aviary Attorney,http://www.vgchartz.com/gamedb/?name=Aviary+Attorney,NA
Out of the Park Baseball 17,2016-03-22,92,3.4,6,50432,362,9,0,77,8,210,"Sports, Baseball, Sim, Team",NA,8,0,0,19,5,5,Out of the Park Baseball 17,http://www.vgchartz.com/gamedb/?name=Out+of+the+Park+Baseball+17,NA
The Witcher 3: Wild Hunt - Blood and Wine,2016-05-30,92,9.2,11,134740,1980,47,0,500,50,1980,"Role-Playing, Action RPG",M,50,0,0,143,6,6, The Witcher 3: Wild Hunt,http://www.vgchartz.com/game/71483/the-witcher-3-wild-hunt/,0.81
Overwatch,2016-05-23,91,6.8,3,7754,124,2,0,32,62,4335,"General, Action, Shooter, First-Person, Tactical",T,60,2,0,469,187,187, Overwatch,http://www.vgchartz.com/game/84812/overwatch/,0.76
Kentucky Route Zero - Act IV,2016-07-20,90,6.1,3,58459,582,7,0,74,8,37,"Adventure, General",NA,8,0,0,2,0,0,Kentucky Route Zero - Act IV,http://www.vgchartz.com/gamedb/?name=Kentucky+Route+Zero+-+Act+IV,NA
Dark Souls III,2016-04-11,89,8.3,5,188744,1807,20,0,254,56,2145,"Role-Playing, Action RPG",M,54,2,0,124,34,34, Dark Souls III,http://www.vgchartz.com/game/85670/dark-souls-iii/,0.09
Stardew Valley,2016-02-26,88,8.5,2,7578,128,2,0,32,29,567,"General, Role-Playing, General",E10+,28,1,0,82,5,5,Stardew Valley,http://www.vgchartz.com/gamedb/?name=Stardew+Valley,0
Ori and the Blind Forest: Definitive Edition,2016-04-27,88,8.7,NA,0,0,0,0,0,8,158,"Action, Platformer, 2D",E,8,0,0,24,0,0, Ori and the Blind Forest,http://www.vgchartz.com/game/82901/ori-and-the-blind-forest/,0.01
XCOM 2,2016-02-05,88,7.1,NA,0,0,0,0,0,104,1285,"Strategy, Turn-Based, General, Tactics",T,97,6,1,178,79,79, XCOM 2,http://www.vgchartz.com/game/85589/xcom-2/,0.28
Sid Meier's Civilization VI,2016-10-21,88,7.1,NA,0,0,0,0,0,84,NA,"Strategy, Turn-Based, 4X",E10+,79,4,1,78,52,52, Sid Meier's Civilization VI,http://www.vgchartz.com/game/112497/sid-meiers-civilization-vi/,0.4
Battlefield 1,2016-10-21,88,7.4,5,274022,2267,47,0,455,54,NA,"General, Action, Shooter, First-Person, Tactical",M,52,2,0,144,66,66, Battlefield 1,http://www.vgchartz.com/game/110845/battlefield-1/,0.72
World of Warcraft: Legion,2016-08-30,88,7.3,4,475,10,0,0,1,62,NA,"Role-Playing, Massively Multiplayer",T,61,1,0,62,24,24, World of Warcraft: Legion,http://www.vgchartz.com/game/86163/world-of-warcraft-legion/,0.42
Owlboy,2016-11-01,88,7.7,NA,0,0,0,0,0,47,NA,"Fantasy, Action Adventure, General",NA,44,3,0,14,12,12,Owlboy,http://www.vgchartz.com/gamedb/?name=Owlboy,NA
The Witness,2016-01-26,87,6.7,2,135847,1722,19,0,228,20,NA,"Miscellaneous, Puzzle, General, General, Puzzle, Puzzle, Adventure, 3D, First-Person",E,17,3,0,42,15,15,The Witness,http://www.vgchartz.com/gamedb/?name=The+Witness,0
INSIDE,2016-07-07,87,8.6,NA,0,0,0,0,0,22,NA,"Action, Platformer, 2D",M,20,2,0,52,17,17,INSIDE,NA,NA
